station_name,zip,city,latitude,longitude,open_date,nearest_dist1,nearest_dist2,is_far1,is_far2,is_really_far
Fairmont Olympic Parking Garage,98101,Seattle,47.607529,-122.333118,,0.02649459016227102,0.03579506940542361,0,0,0
KGIP BELL SOUTH STATION 2,98004,Bellevue,47.612419,-122.184446,,0.036833964428957325,0.03722730857818781,0,0,0
Hotel Theodore - Tesla Destination,98101,Seattle,47.612293,-122.334423,2018-11-01,0.03796913449585245,0.03821934121340321,0,0,0
2+U - Tesla Supercharger,98101,Seattle,47.606468,-122.337174,2020-12-07,0.015877440849372666,0.03842123415781971,0,0,0
SRO SP1,98006,Bellevue,47.578784000000006,-122.171273,,0.036826383815076795,0.03876142907231189,0,0,0
531613 - 1000-1100 Dexter Avenue N,98109,Seattle,47.6283848,-122.3418983,,0.035821822039336294,0.03941011664904997,0,0,0
1101 WESTLAKE FB WESTLAKE 2,98109,Seattle,47.6289,-122.341536,,0.006101654883654435,0.03941011664904997,0,0,0
Pierce County - City Building,98402,Tacoma,47.253668,-122.446141,2011-12-01,0.0,0.04042177785288581,0,0,0
Blue Lot,98405,Tacoma,47.2535492,-122.44698249999999,,0.04042177785288581,0.04042177785288581,0,0,0
Pierce County - City Building,98402,Tacoma,47.253668,-122.446141,2011-12-01,0.0,0.04042177785288581,0,0,0
Tilt49 Realty LLC,98101,Seattle,47.617024799999996,-122.33221809999999,,0.03891979705742563,0.04086968655008029,0,0,0
PARK77 PARK77 LEASING,98223,Arlington,48.179818,-122.12624,,0.03745574743214444,0.04089702502487172,0,0,0
1101 WESTLAKE 1101 #1,98109,Seattle,47.628886,-122.341407,,0.006101654883654435,0.0415380276007805,0,0,0
BMW SEATTLE DC FAST 01,98134,Seattle,47.594287,-122.32479,,0.0026153829233479847,0.04159325578448073,0,0,0
BMW SEATTLE BMW SALES,98134,Seattle,47.594042,-122.323977,,0.014168944147341211,0.04159325578448073,0,0,0
CPU EC 3 ADA,98663,Vancouver,45.630036,-122.66344199999999,,0.039949640380336444,0.04172672329779205,0,0,0
Environmental Protection Agency,98101,Seattle,47.609095,-122.332012,2018-04-01,0.0,0.04177984488550062,0,0,0
EPA Seattle,98101,Seattle,47.609095,-122.332012,2021-01-15,0.0,0.04177984488550062,0,0,0
City of Seattle - Central Library,98104,Seattle,47.606684,-122.332664,2011-12-01,0.04247442003801048,0.042740839771705716,0,0,0
1918 Eight Avenue Holdco LLC,98101,Seattle,47.615687799999996,-122.3359895,,0.0,0.04372669521301219,0,0,0
818 Stewart Street Holdco LLC,98101,Seattle,47.615645799999996,-122.3350555,,0.0,0.04372669521301219,0,0,0
531622 : 818 Stewart Street Holdco LLC,98101,Seattle,47.615645799999996,-122.3350555,,0.0,0.04372669521301219,0,0,0
531623 : 1918 Eight Avenue Holdco LLC,98101,Seattle,47.615687799999996,-122.3359895,,0.0,0.04372669521301219,0,0,0
BMW SEATTLE DC FAST 02,98134,Seattle,47.594294,-122.324845,,0.0026153829233479847,0.04414202849451801,0,0,0
5TH AND BELL 5TH & BELL #1,98121,Seattle,47.616336,-122.34419299999999,,0.01801012081981509,0.0443457483947486,0,0,0
KGIP BELL SOUTH STATION 3,98114,Bellevue,47.613355,-122.18504899999999,,0.04503775526416791,0.04517093966140641,0,0,0
Hotel Monaco Seattle,98101,Seattle,47.607141,-122.333917,,0.020820528907646827,0.04595700128063936,0,0,0
Hotel Vintage Park Kimpton,98101,Seattle,47.607331,-122.33241000000001,,0.03579506940542361,0.04624696083874314,0,0,0
CITY OF TACOMA TAC CC 2,98402,Tacoma,47.247112,-122.43998,,0.004876114275462207,0.04699478225807582,0,0,0
"531603: 701 Pike Street (Seattle), LLC",98101,Seattle,47.6035183,-122.3329014,,0.04122425061244234,0.04742615206397747,0,0,0
DAY 1 SEA23 P1 001,98109,Seattle,47.623967,-122.337695,,0.04750959553837208,0.04750959553837208,0,0,0
531611 : Amazon Phase VI - Bigness,98109,Seattle,47.6241877,-122.3386584,,0.0,0.04750959553837208,0,0,0
Bigness,98109,Seattle,47.6241877,-122.3386584,,0.0,0.04750959553837208,0,0,0
Marriott AC Bellevue - Tesla Destination,98004,Bellevue,47.612127,-122.198017,2018-11-01,0.0405355453613203,0.048776745530211975,0,0,0
BELLEVUE BELLEVUE CH 1,98004,Bellevue,47.614744,-122.19316200000002,,0.048698769817463516,0.049495244119436066,0,0,0
YVC STATION 4,98902,Yakima,46.585544,-120.532775,,0.03111830438144166,0.050075836507456645,0,0,0
YVC STATION 1,98902,Yakima,46.585477000000004,-120.531728,,0.0007128885645987614,0.050075836507456645,0,0,0
YVC STATION 3,98902,Yakima,46.585484,-120.53171699999999,,0.0007128885645987614,0.05055553824419226,0,0,0
City of Seattle - Muni Tower,98124,Seattle,47.604906,-122.330278,2011-12-31,0.014879494225745584,0.050562031735251915,0,0,0
Stay Pineapple,98004,Bellevue,47.61176,-122.19734,,0.0405355453613203,0.05086126077199237,0,0,0
AMC Factoria 8,98006,Bellevue,47.578664,-122.17046299999998,2019-09-01,0.03876142907231189,0.05095174749054444,0,0,0
SRO SP2,98006,Bellevue,47.578255,-122.17137,,0.036826383815076795,0.05095174749054444,0,0,0
531608 : UW Tacoma C17 Garage,98402,Tacoma,47.246471299999996,-122.4396442,,0.04699478225807582,0.0513688626638364,0,0,0
CITY OF TACOMA TAC CC 1,98402,Tacoma,47.24716,-122.44005600000001,,0.004876114275462207,0.0513688626638364,0,0,0
Inn At The Market,98101,Seattle,47.6098122,-122.34130159999998,,0.044133432665298095,0.051805300845011976,0,0,0
BMGF EV STATION 01,98109,Seattle,47.624097,-122.34636499999999,,0.010448290986215983,0.0529252819322484,0,0,0
MET PARK WEST MET PARK EAST 1,98101,Seattle,47.616838,-122.329508,,0.05304004802139846,0.053259690609673525,0,0,0
Pacific Northwest National Laboratory PNNL/PSL,99354,Richland,46.345176,-119.28130900000001,2021-01-15,0.053514778301812546,0.053514778301812546,0,0,0
Pacific Northwest National Laboratory PNNL/MATH #1 - Station 1,99354,Richland,46.344837,-119.280303,2021-01-15,0.0,0.053514778301812546,0,0,0
Pacific Northwest National Laboratory PNNL/MATH #1 - Station 2,99354,Richland,46.344837,-119.280303,2021-01-15,0.0,0.053514778301812546,0,0,0
"Safeway #1600 (Bellevue, WA)",98004,Bellevue,47.613323,-122.200622,,0.05377430773412783,0.05386406255623546,0,0,0
Columbia Center Tower,98104,Seattle,47.604817,-122.330568,,0.014879494225745584,0.05409293095744242,0,0,0
800 FIFTH AVE STATION 2,98104,Seattle,47.605599,-122.330626,,0.050562031735251915,0.05409293095744242,0,0,0
City of Seattle - Charles Street Fuel,98134,Seattle,47.593875,-122.323801,2016-06-03,0.014168944147341211,0.054279942799907645,0,0,0
Second and Seneca Tower,98101,Seattle,47.6060061,-122.336716,,0.03842123415781971,0.05429866989809781,0,0,0
2+U,98101,Seattle,47.606659,-122.33736299999998,2020-12-14,0.015877440849372666,0.05429866989809781,0,0,0
Leilani on Greenwood,98133,Seattle,47.7030756,-122.35567739999999,,0.022917505336976406,0.0545251663544543,0,0,0
North Building,98133,Seattle,47.703632,-122.35650659999999,,0.03546602948022698,0.0545251663544543,0,0,0
UDR TEN20 #1,98004,Bellevue,47.61984,-122.19603000000001,,0.00981019302233955,0.054572688715325765,0,0,0
UDR ASHTON BELL #2,98004,Bellevue,47.619772,-122.197194,,0.00443725773479746,0.054572688715325765,0,0,0
UDR ASHTON BELL #1,98004,Bellevue,47.619708,-122.197202,,0.00443725773479746,0.055498180219901244,0,0,0
WAC Parking,98101,Seattle,47.610236900000004,-122.3336405,,0.02230693323139979,0.05552466044635455,0,0,0
Union Street Garage Destination Charging - Floor C - Tesla Destination,98101,Seattle,47.610236,-122.332452,2019-09-30,0.023157319447699734,0.05552466044635455,0,0,0
BMGF EV STATION 02,98109,Seattle,47.624210999999995,-122.346218,,0.010448290986215983,0.0555965043887884,0,0,0
Hampton Inn and Suites Seattle-Downtown - Tesla Destination,98109,Seattle,47.623506,-122.345644,2017-09-01,0.0529252819322484,0.0555965043887884,0,0,0
KING COUNTY DOT ISSAQUAH P&R 1,98027,Issaquah,47.545334999999994,-122.019501,,0.0007613728334037036,0.05624246625505639,0,0,0
UDR TEN20 #2,98004,Bellevue,47.619982,-122.19603000000001,,0.00981019302233955,0.05627240573914508,0,0,0
KENT YMCA KENT YMCA #1,98030,Kent,47.380134999999996,-122.196106,,0.0540892565659475,0.05643124429743639,0,0,0
KING COUNTY DOT ISSAQUAH P&R 2,98027,Issaquah,47.545324,-122.0195,,0.0007613728334037036,0.05662738299141728,0,0,0
ISSAQUAH ZHOME #2,98029,Issaquah,47.544483,-122.017899,,0.008887585135332436,0.05740009873482094,0,0,0
Hilton Garden Inn Bellevue,98004,Bellevue,47.6188924,-122.1969419,,0.03979522890772877,0.05764135337024654,0,0,0
Ilani Casino Resort,98642,Ridgefield,45.852337,-122.70839699999999,2018-10-01,0.05375876673794464,0.057847523894735166,0,0,0
Bellevue Corporate Plaza,98004,Bellevue,47.6159842,-122.195596,,0.05530389779360223,0.05791574691861336,0,0,0
Troy Block,98109,Seattle,47.6211672,-122.33545009999999,,0.006327139427671186,0.05868065232100749,0,0,0
4th & Madison,98104,Seattle,47.605191999999995,-122.33285,,0.05126543763731482,0.05941192128996785,0,0,0
RPNW PSP-COBB #2,98101,Seattle,47.60872,-122.336023,,0.0017260631409011075,0.05946783645971459,0,0,0
Metpark North Garage,98101,Seattle,47.617461999999996,-122.33016950000001,,0.05304004802139846,0.05954312895911844,0,0,0
431602 : Kinects Tower - 1823 Minor Avenue,98101,Seattle,47.6171782,-122.3313731,,0.04086968655008029,0.05954312895911844,0,0,0
RPNW PSP-COBB #1,98101,Seattle,47.608712,-122.33605800000001,,0.0017260631409011075,0.06002487819239035,0,0,0
The Bravern,98004,Bellevue,47.6172869,-122.19193529999998,,0.03585053521036181,0.06056171710811907,0,0,0
ONE88 SPACE 303-304,98004,Bellevue,47.61175,-122.201454,,0.011414886313781271,0.061228474998686507,0,0,0
1600 Seventh,98191,Seattle,47.61323529999999,-122.3344034,,0.0596408028671828,0.06144730625798043,0,0,0
TRU TUKWILA TUKWILA 1,98188,Tukwila,47.449352000000005,-122.254496,,0.05997571724622013,0.061524934218514155,0,0,0
EVERETT YMCA EVERETT YMCA #4,98203,Everett,47.955032,-122.207117,,0.046768959557385116,0.06194852324973582,0,0,0
Grand Ridge Plaza Regal Theater,98029,Issaquah,47.543753,-122.01731299999999,2019-09-01,0.05740009873482094,0.06213700042346375,0,0,0
ISSAQUAH ZHOME #1,98029,Issaquah,47.544483,-122.01808899999999,,0.008887585135332436,0.06213700042346375,0,0,0
Union Square - Tesla Supercharger,98101,Seattle,47.61,-122.3321,2019-09-30,0.023157319447699734,0.0626576204765882,0,0,0
531607 : Centre 425 / Everest,98004,Bellevue,47.6141795,-122.19936200000001,,0.056584333802934345,0.0633060282267308,0,0,0
SAFECO PLAZA SAFECO PLAZA #2,98154,Seattle,47.606218,-122.33384199999999,,0.00822976226636178,0.06376234904438374,0,0,0
MET PARK WEST MET PARK #1,98101,Seattle,47.616464,-122.330505,,0.053259690609673525,0.06386649029860485,0,0,0
ALLEN INSTITUTE SOUTH,98109,Seattle,47.625077000000005,-122.339032,,0.012366381460637784,0.06386794330468303,0,0,0
CITY OF TACOMA TAC CC 3,98402,Tacoma,47.247578000000004,-122.4388,,0.038942463061032676,0.06416719948308512,0,0,0
HUDSON NRTHVIEW STATION 1,98036,Lynnwood,47.8107,-122.29534299999999,,0.061829895635849896,0.0644035957377001,0,0,0
1201 Third,98101,Seattle,47.6072826,-122.3360929,,0.06357326824359158,0.06459983217219943,0,0,0
Troy Block,98109,Seattle,47.6212213,-122.33534080000001,,0.006327139427671186,0.06478623356625238,0,0,0
Washington Athletic Club Garage - Tesla Destination,98101,Seattle,47.609925,-122.33376399999999,2019-03-01,0.02230693323139979,0.06495114231199656,0,0,0
SAFECO PLAZA SAFECO PLAZA #1,98154,Seattle,47.606106,-122.33378200000001,,0.00822976226636178,0.06574955075986155,0,0,0
531620 : Centre 425/Everest,98109,Seattle,47.6233435,-122.33468400000001,,0.06484247103001693,0.06578847033185574,0,0,0
THE SUMMIT THE SUMMIT - P2,98004,Bellevue,47.613367,-122.194775,,0.0015917175851643717,0.06582833224188259,0,0,0
Caplan's Rainbow Parking,98104,Seattle,47.604115,-122.332907,2011-10-01,0.04122425061244234,0.06602821861282783,0,0,0
Millennium Tower,98104,Seattle,47.60344179999999,-122.3339101,,0.04742615206397747,0.06602821861282783,0,0,0
Level A,98104,Seattle,47.6048564,-122.33382859999999,,0.05126543763731482,0.06691551325209752,0,0,0
202 WESTLAKE P2 STATION 01,98109,Seattle,47.620020000000004,-122.338144,,0.006504711498297677,0.06715381558457466,0,0,0
521606-CIVICA OFFICE COMMONS,98004,Bellevue,47.6123,-122.1966,,0.05086126077199237,0.067267541209106,0,0,0
South Lake Union Discovery Center,98109,Seattle,47.619184999999995,-122.33888,,0.06715381558457466,0.06732300563274606,0,0,0
202 WESTLAKE P1 STATION 01,98109,Seattle,47.61997,-122.338026,,0.006504711498297677,0.06732300563274606,0,0,0
THE SUMMIT THE SUMMIT - P1,98004,Bellevue,47.61339,-122.194777,,0.0015917175851643717,0.0673598961294928,0,0,0
ESSEX BELLCENTERE 01,98004,Bellevue,47.612468,-122.194308,,0.06582833224188259,0.0673598961294928,0,0,0
LONGACRES LONGACRES A #1,98057,Renton,47.456345,-122.23895700000001,,0.00462911600121632,0.06931791882078918,0,0,0
LONGACRES LONGACRES B #1,98057,Renton,47.455344000000004,-122.238855,,0.010855024748503002,0.06931791882078918,0,0,0
CCB CCB 1,98004,Bellevue,47.61479,-122.19554299999999,,0.004218101366370297,0.07077898954062059,0,0,0
OBC ONE BELLEVUE,98004,Bellevue,47.614177000000005,-122.196757,,0.055432812817314124,0.07077898954062059,0,0,0
CCB CCB 2,98004,Bellevue,47.614756,-122.19546799999999,,0.004218101366370297,0.07122234986360902,0,0,0
HAMPTON INN NORTH FRONT,98004,Bellevue,47.612051,-122.18639099999999,,0.048202296660171194,0.07137142630197245,0,0,0
UDR ISLAND SQ APT 2,98040,Mercer Island,47.585809000000005,-122.23323700000002,,0.0026409799712327994,0.07143644979634295,0,0,0
Hotel 1000 - Tesla Destination,98104,Seattle,47.605051,-122.336105,2016-05-01,0.04361120745945275,0.0718944288075731,0,0,0
UDR ISLAND SQ APT 1,98040,Mercer Island,47.585782,-122.233277,,0.0026409799712327994,0.07199014212768562,0,0,0
"Walgreens - Mercer Island, WA #3733",98040,Mercer Island,47.586667600000006,-122.23408870000002,,0.07143644979634295,0.07199014212768562,0,0,0
ONE88 SPACE 305-306,98004,Bellevue,47.611866,-122.20128000000001,,0.011414886313781271,0.07241696832334228,0,0,0
Venn at Main Apartments,98004,Bellevue,47.6110064,-122.20216709999998,,0.061228474998686507,0.07241696832334228,0,0,0
Liberty Lake Park N Ride DCFC,99019,Liberty Lake,47.670544,-117.10324299999999,,0.0020773169235597014,0.07276823021918766,0,0,0
Plaza East,98004,Bellevue,47.617644399999996,-122.191379,,0.03585053521036181,0.07299974926704046,0,0,0
The Davenport Hotel - Tesla Destination,99201,Spokane,47.656878000000006,-117.424256,2015-11-01,0.035378616205552445,0.07325705356805506,0,0,0
The Davenport Tower - Tesla Destination,99201,Spokane,47.656255,-117.42298600000001,2015-12-01,0.04499240682297027,0.07325705356805506,0,0,0
400 Fairview - Tesla Destination,98109,Seattle,47.622547,-122.33391200000001,2016-01-01,0.06578847033185574,0.07330921849465998,0,0,0
KW RADIUS RADIUS 1,98109,Seattle,47.622575,-122.335481,,0.06484247103001693,0.07330921849465998,0,0,0
Seattle-Tacoma International Airport - General Parking,98188,Seattle,47.443377000000005,-122.296229,2010-03-01,0.009376476414712892,0.07337082493516067,0,0,0
1616 EASTLAKE ARE 1616 #1,98102,Seattle,47.634438,-122.324583,,0.0704730982315604,0.07356518324032832,0,0,0
LONGACRES LONGACRES A #2,98057,Renton,47.45641,-122.23898100000001,,0.00462911600121632,0.07387968382863543,0,0,0
Liberty Lake Park and Ride L2,99019,Liberty Lake,47.670514000000004,-117.103246,,0.0020773169235597014,0.07481816008108551,0,0,0
CITY OF LIBERTY LAKE,99019,Liberty Lake,47.671569,-117.102884,,0.07276823021918766,0.07481816008108551,0,0,0
Ridgewood Corporate Square Building C,98005,Bellevue,47.612834,-122.17870400000001,,0.07526621804757146,0.07526621804757146,0,0,0
Ridgewood Corporate Square Building F,98005,Bellevue,47.611815,-122.17813400000001,,0.0,0.07526621804757146,0,0,0
Ridgewood Corporate Square Building D,98007,Bellevue,47.611815,-122.17813400000001,,0.0,0.07526621804757146,0,0,0
ALLEN INSTITUTE NORTH,98109,Seattle,47.625256,-122.339032,,0.012366381460637784,0.07583913755655745,0,0,0
Lexington,98104,Seattle,47.606573600000004,-122.3230702,,0.06847687671354197,0.07757180919049834,0,0,0
Harborview Medical Center,98104,Seattle,47.605477,-122.323427,,0.06730221794328246,0.07757180919049834,0,0,0
YVC STATION 2,98902,Yakima,46.58533,-120.53335,,0.03111830438144166,0.07790953199040776,0,0,0
Tower 333,98004,Bellevue,47.613394,-122.19701620000001,,0.055432812817314124,0.07804069095912254,0,0,0
District 13,98134,Seattle,47.604596,-122.335458,2021-01-15,0.04361120745945275,0.07822735584666515,0,0,0
Motif Seattle - Tesla Destination,98101,Seattle,47.61002,-122.33542,2015-10-01,0.0776436765718117,0.0787009652432612,0,0,0
Seattle-Tacoma International Airport - Terminal Direct Parking,98188,Seattle,47.443363,-122.296428,2010-03-01,0.009376476414712892,0.07877243272553834,0,0,0
Hilton Seattle Airport,98188,Seattle,47.444328999999996,-122.29553500000002,,0.07337082493516067,0.07877243272553834,0,0,0
KOHLS REDMOND 2,98052,Redmond,47.67505,-122.104091,,0.013662281437188416,0.07942973823046623,0,0,0
BELLEVUE 110TH & 10TH,98004,Bellevue,47.61903,-122.19341999999999,,0.07850668144151783,0.07969206476289763,0,0,0
LONGACRES LONGACRES B #2,98057,Renton,47.455189000000004,-122.23889299999999,,0.010855024748503002,0.07991724624166428,0,0,0
Bellevue City Hall,98004,Bellevue,47.614292999999996,-122.19229399999999,2018-12-03,0.05113660230930301,0.08021229296790881,0,0,0
520 Pike Tower,98101,Seattle,47.611102,-122.334893,,0.0787009652432612,0.08063621540834541,0,0,0
7th & Pike Garage,98101,Seattle,47.6117035,-122.3334138,,0.06230089085027049,0.08063621540834541,0,0,0
Courtyard by Marriott Seattle Bellevue/Downtown - Tesla Destination,98004,Bellevue,47.617665,-122.193105,2017-03-01,0.06056171710811907,0.08063683499537846,0,0,0
CARCHARGING HARBR STEPS ERM,98101,Seattle,47.605984,-122.33874499999999,,0.07964818232239877,0.0806574204594535,0,0,0
VALLEY MED CTR N GARAGE #1,98055,Renton,47.444606,-122.214491,,0.005462644056656455,0.08068220126071263,0,0,0
Hampton Inn,98053,Redmond,47.673951,-122.103591,2017-01-06,0.07942973823046623,0.08073258010120819,0,0,0
KOHLS REDMOND 1,98052,Redmond,47.67511,-122.103812,,0.013662281437188416,0.08073258010120819,0,0,0
Steam Plant Square,99201,Spokane,47.655781,-117.423647,,0.04499240682297027,0.08094339025638857,0,0,0
VALLEY MED CTR N GARAGE #2,98055,Renton,47.444685,-122.214496,,0.005462644056656455,0.08096064473825708,0,0,0
CAR CHARGER #1 SOMA DUAL 1,98004,Bellevue,47.612753999999995,-122.198497,,0.048776745530211975,0.08209971309594676,0,0,0
531609 : Pierce County Annex,98409,Tacoma,47.228303734615004,-122.46755358955,,0.08269462561812319,0.08269462561812319,0,0,0
Pierce County - Annex Lot,98409,Tacoma,47.228866,-122.469105,2011-12-01,0.0,0.08269462561812319,0,0,0
Pierce County - Annex Lot,98409,Tacoma,47.228866,-122.469105,2013-06-30,0.0,0.08269462561812319,0,0,0
Market Place Tower,98121,Seattle,47.611468200000004,-122.3438233,,0.00869320344862646,0.08303612114534846,0,0,0
KENT YMCA KENT YMCA #3,98030,Kent,47.38073,-122.19693000000001,,0.05643124429743639,0.08313171542634071,0,0,0
KENT YMCA KENT YMCA #2,98030,Kent,47.380592,-122.19516999999999,,0.0540892565659475,0.08313171542634071,0,0,0
MI SCHOOLS BOYS&GIRLS CLUB,98040,Mercer Island,47.572423,-122.223262,,0.08167398086069146,0.08605922689050871,0,0,0
Union Station Parking Garage (#USPG),98134,Seattle,47.597507799999995,-122.32859499999999,,0.04283374002753069,0.0867990139377793,0,0,0
Marriott Bellevue - Tesla Destination,98004,Bellevue,47.61273,-122.192893,2015-12-01,0.06853668577543706,0.08945364800755823,0,0,0
ATRIUM GARAGE ATRIUM GARAGE,98004,Bellevue,47.611456,-122.19323500000002,,0.08602788696373125,0.08945364800755823,0,0,0
KIRKLAND MARINA DUAL 2,98033,Kirkland,47.675556,-122.20738300000001,,0.014280238804248424,0.08954864305358486,0,0,0
The Hotel Lusso - Tesla Destination,99201,Spokane,47.65736,-117.42399999999999,2015-11-01,0.035378616205552445,0.08982206261642407,0,0,0
Thompson Seattle - Tesla Destination,98101,Seattle,47.610439,-122.34148400000001,2017-03-01,0.044133432665298095,0.09007011137279275,0,0,0
Pike Place Market,98101,Seattle,47.6091582,-122.34184409999999,,0.051805300845011976,0.09007011137279275,0,0,0
City of Seattle - SeaPark Garage,98124,Seattle,47.604394,-122.32873500000001,2017-04-01,0.08030381060295584,0.09049223695521547,0,0,0
600NINTH 600NINTH,98104,Seattle,47.605888,-122.32473300000001,,0.06730221794328246,0.09098923809930301,0,0,0
505 First Garage,98104,Seattle,47.5974244,-122.33471740000002,,0.09096008947252213,0.09119151202246645,0,0,0
PA PA CHARGER,98121,Seattle,47.612154,-122.34528300000001,,0.08303612114534846,0.09146324601556313,0,0,0
"531612 : PRISA Market Place Tower WA, LLC c/o CBRE",98121,Seattle,47.6113722,-122.343703,,0.00869320344862646,0.09146324601556313,0,0,0
KIRKLAND MARINA PARK 1,98033,Kirkland,47.675365,-122.2075,,0.014280238804248424,0.09344724594818712,0,0,0
THE101 EV STATION 01,98033,Kirkland,47.675309000000006,-122.205499,,0.08954864305358486,0.09344724594818712,0,0,0
Bellevue College - Lot C7 Snoqualmie River Road,98005,Bellevue,47.58495,-122.15043,,0.09387840175124229,0.09409135992991788,0,0,0
Washington State Convention Center Parking Garage,98101,Seattle,47.611378281765006,-122.3314401402,,0.09199055737057205,0.09490160926679501,0,0,0
Campbell's Lake Chelan Resort,98816,Chelan,47.8399,-120.0199,2013-10-04,0.0,0.09515506596072064,0,0,0
City of Chelan,98816,Chelan,47.840838,-120.01840200000001,2014-08-18,0.09515506596072064,0.09515506596072064,0,0,0
Campbell's Lake Chelan Resort,98816,Chelan,47.8399,-120.0199,2013-10-04,0.0,0.09515506596072064,0,0,0
531628 : 2201 Westlake,98109,Seattle,47.618090056138,-122.33892002021001,,0.07566822329473838,0.09546158315738744,0,0,0
Capital Mall - North Entrance,98502,Olympia,47.042590000000004,-122.936467,2019-09-01,0.09097767004223485,0.09558005365607895,0,0,0
MADISON GARAGE MADISON GARAGE2,98104,Seattle,47.610087,-122.32211399999998,,0.0017949533268662794,0.09639347857659458,0,0,0
Bellevue College - Garage,98007,Bellevue,47.585654999999996,-122.14728400000001,,0.09370603914834973,0.09642440671872726,0,0,0
Public Safety #4,98020,Edmonds,47.8124532,-122.3758246,,0.0,0.09701944405568295,0,0,0
City Hall #2,98020,Edmonds,47.811337200000004,-122.37709,,0.09701944405568295,0.09701944405568295,0,0,0
Public Safety #3,98020,Edmonds,47.8124532,-122.3758246,,0.0,0.09701944405568295,0,0,0
929 Office Tower,98004,Bellevue,47.618317,-122.19690220000001,,0.03979522890772877,0.09711340412196559,0,0,0
1551 EASTLAKE A ARE 1551 #1,98102,Seattle,47.633703000000004,-122.325837,,0.07750789922514194,0.09721691551830101,0,0,0
531618 : Sidneysea LLC | Brazil,98109,Seattle,47.6228746,-122.33941940000001,,0.0,0.09743134224930797,0,0,0
Sidneysea LLC | Brazil,98109,Seattle,47.6228746,-122.33941940000001,,0.0,0.09743134224930797,0,0,0
Yakima Garage,98403,Tacoma,47.253443770016005,-122.44818772392999,,0.05715369346090554,0.09750586391997716,0,0,0
MADISON GARAGE MADISON GARAGE1,98104,Seattle,47.610079999999996,-122.322151,,0.0017949533268662794,0.09774177259026219,0,0,0
Whole Foods Madison Broadway,98122,Seattle,47.611261,-122.320999,,0.09639347857659458,0.09774177259026219,0,0,0
Four Seasons Hotel Seattle - Tesla Destination,98101,Seattle,47.607378999999995,-122.339155,2015-12-01,0.09738573978186862,0.09825985747877798,0,0,0
PW PARKING PARK PLAZA 01,98402,Tacoma,47.254518,-122.43925300000001,,0.005399075296220066,0.09878754013637861,0,0,0
CITY OF TACOMA TAC CC 4,98402,Tacoma,47.247723,-122.43799999999999,,0.038942463061032676,0.10225768391795735,0,0,0
LONGACRES CH BLDG C 2,98057,Renton,47.457807,-122.238226,,0.008187964641658411,0.10278918682394783,0,0,0
PW PARKING A ST GARAGE 01,98402,Tacoma,47.253809000000004,-122.43742900000001,,0.09878754013637861,0.10301937552704468,0,0,0
PW PARKING PARK PLAZA 02,98402,Tacoma,47.254591,-122.43929399999999,,0.005399075296220066,0.10301937552704468,0,0,0
First Hill Medical Building,98104,Seattle,47.606359999999995,-122.32163899999999,,0.06847687671354197,0.10344130915757081,0,0,0
NBK Bremerton / N68436-B78-1,98337,Bremerton,47.563038,-122.631837,2021-01-15,0.07401457959214303,0.10561599160302944,0,0,0
Hotel Max - Tesla Destination,98101,Seattle,47.614216,-122.336606,2015-12-01,0.10568025447080827,0.10568025447080827,0,0,0
112th & 12th,98004,Bellevue,47.619989000000004,-122.190555,,0.1052514199581993,0.10625976470471325,0,0,0
"Walgreens - Shoreline, WA #4759",98155,Shoreline,47.756235700000005,-122.31346409999998,,0.06931167287088998,0.10802885969877722,0,0,0
LONGACRES GH BLDG C 1,98057,Renton,47.457909,-122.23831499999999,,0.008187964641658411,0.10815616630603558,0,0,0
531616 - Marion & Minor Garage,98104,Seattle,47.609199700000005,-122.3241094,,0.10689516223197736,0.10907177716894136,0,0,0
Apollo Eight LLC,98104,Seattle,47.6039634,-122.3241159,,0.0,0.10940989641533962,0,0,0
531619 : Apollo Eight LLC,98104,Seattle,47.6039634,-122.3241159,,0.0,0.10940989641533962,0,0,0
Pierce County - Fleet,98402,Tacoma,47.255257,-122.446106,,0.10978275385302343,0.10978275385302343,0,0,0
KING COUNTY DOT KC FAUNTLEROY3,98136,Seattle,47.523218,-122.393376,,0.001095636022558811,0.1109570461563667,0,0,0
Vancouver Mall - North,98662,Vancouver,45.658846000000004,-122.583487,2019-01-01,0.05090265365160437,0.11115923157789069,0,0,0
Waterfront Place,98104,Seattle,47.6044756,-122.33789809999999,,0.09273170988680192,0.11146850002237432,0,0,0
KING COUNTY DOT KC FAUNTLEROY2,98136,Seattle,47.523056,-122.39573500000002,,0.1109570461563667,0.11157042895164657,0,0,0
KING COUNTY DOT KC FAUNTLEROY1,98136,Seattle,47.523232,-122.39336499999999,,0.001095636022558811,0.11157042895164657,0,0,0
THURSTON COUNTY COURTHOUSE 1,98502,Olympia,47.028923999999996,-122.913101,,0.0015587053831645286,0.11186194766245718,0,0,0
MAIN HOSPITAL SILVER PARKING,98034,Kirkland,47.716056,-122.179455,,0.007398904068138528,0.11202049179312093,0,0,0
Hotel RL by Red Lion - Tesla Destination,98502,Olympia,47.027314000000004,-122.91335500000001,2016-08-15,0.11186194766245718,0.11203984395008948,0,0,0
THURSTON COUNTY COURTHOUSE 2,98502,Olympia,47.028923999999996,-122.913068,,0.0015587053831645286,0.11203984395008948,0,0,0
